Category,phylum,Name,Level,WithinNWA,SEQavailable,BIN,SPsharingBIN,SPmissingSEQ.genus,SPmissingSEQ.family,AphiaID,genus,family,order,class,kingdom,TaxonomicProblems,MorphoIDProblems,Validity
Invertebrate,Annelida,Nicolea zostericola,Species,Yes,Yes,"BOLD:AAC0291, BOLD:ADW6705",NA,Nicolea venustula,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131508,Nicolea,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Unreliable - gaps
Invertebrate,Annelida,Nothria conchylega,Species,Yes,No,NA,NA,NA,NA,130467,Nothria,Onuphidae,Eunicida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Paranais litoralis,Species,Yes,Yes,BOLD:ACB6476,NA,NA,"Limnodrilus cervix, Tubificoides bruneli",137485,Paranais,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Pectinaria,Genus,Yes,Yes,BOLD:AAA8696,NA,NA,NA,NA,Pectinaria,Pectinariidae,Terebellida,Polychaeta,Animalia,1,1,NA
Invertebrate,Annelida,Pectinaria gouldii,Species,Yes,Yes,BOLD:ACI2063,NA,NA,NA,334421,Pectinaria,Pectinariidae,Terebellida,Polychaeta,Animalia,1,NA,Reliable
Invertebrate,Annelida,Pectinaria hyperborea,Species,Yes,Yes,BOLD:AAC6336,NA,NA,NA,130594,Pectinaria,Pectinariidae,Terebellida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Pherusa affinis,Species,Yes,Yes,BOLD:AAD9359,NA,Pherusa aspera,"Brada inhabilis, Saphobranchia hirsuta, Pherusa aspera, Therochaeta flabellata",157526,Pherusa,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Pherusa aspera,Species,Yes,No,NA,NA,NA,NA,157527,Pherusa,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Pherusa plumosa,Species,Yes,Yes,BOLD:AAH8561,NA,Pherusa aspera,"Brada inhabilis, Saphobranchia hirsuta, Pherusa aspera, Therochaeta flabellata",130113,Pherusa,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Pista cristata,Species,Yes,Yes,"BOLD:AAH9500, BOLD:ACP4603",NA,NA,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131516,Pista,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Polycirrus eximius,Species,Yes,Yes,BOLD:AAD3703,NA,NA,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",157533,Polycirrus,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Polycirrus medusa,Species,Yes,Yes,"BOLD:ACE5004, BOLD:AAF1233, BOLD:ABY4561",NA,NA,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131531,Polycirrus,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Polynoe gracilis,Species,Yes,No,NA,NA,NA,NA,157540,Polynoe,Polynoidae,Phyllodocida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Potamilla neglecta,Species,Yes,No,NA,NA,NA,NA,130954,Potamilla,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Potamilla torelli,Species,Yes,No,NA,NA,NA,NA,130956,Potamilla,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Potamothrix moldaviensis,Species,Yes,Yes,"BOLD:ACK5400, BOLD:ACK5110",NA,NA,"Limnodrilus cervix, Tubificoides bruneli",137563,Potamothrix,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Praxillella affinis,Species,Yes,Yes,BOLD:AAD4508,NA,Praxillella praetermissa,"Praxillella praetermissa, Praxillura longissima, Praxillura ornata",130322,Praxillella,Maldanidae,NA,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Praxillella gracilis,Species,Yes,Yes,BOLD:ADM2977,NA,Praxillella praetermissa,"Praxillella praetermissa, Praxillura longissima, Praxillura ornata",130324,Praxillella,Maldanidae,NA,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Praxillella praetermissa,Species,Yes,No,NA,NA,NA,NA,130326,Praxillella,Maldanidae,NA,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Praxillura longissima,Species,Yes,No,NA,NA,NA,NA,130327,Praxillura,Maldanidae,NA,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Praxillura ornata,Species,Yes,No,NA,NA,NA,NA,155068,Praxillura,Maldanidae,NA,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Prionospio cirrifera,Species,Yes,No,NA,NA,NA,NA,131153,Prionospio,Spionidae,Spionida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Prionospio steenstrupi,Species,Yes,Yes,BOLD:AAB3044,NA,Prionospio cirrifera,Prionospio cirrifera,131164,Prionospio,Spionidae,Spionida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Pseudopotamilla reniformis,Species,Yes,Yes,BOLD:AAA5119,NA,NA,"Chone duneri, Myxicola infundibulum, Branchiomma arcticum, Euchone analis, Euchone elegans, Euchone incolor, Euchone lawrencii, Euchone papillosa, Euchone rubrocincta, Jasmineira elegans, Laonome kroyeri, Potamilla neglecta, Potamilla torelli",130963,Pseudopotamilla,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Sabella pavonina,Species,Yes,Yes,BOLD:ACA4120,NA,NA,"Chone duneri, Myxicola infundibulum, Branchiomma arcticum, Euchone analis, Euchone elegans, Euchone incolor, Euchone lawrencii, Euchone papillosa, Euchone rubrocincta, Jasmineira elegans, Laonome kroyeri, Potamilla neglecta, Potamilla torelli",130967,Sabella,Sabellidae,Sabellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Saphobranchia hirsuta,Species,Yes,No,NA,NA,NA,NA,1468928,Saphobranchia,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Saphobranchia longisetosa,Species,Yes,Yes,BOLD:AAC7335,NA,Saphobranchia hirsuta,"Brada inhabilis, Saphobranchia hirsuta, Pherusa aspera, Therochaeta flabellata",1468915,Saphobranchia,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Scoloplos armiger,Species,Yes,Yes,BOLD:AAA9299,NA,Scoloplos robustus,Scoloplos robustus,130537,Scoloplos,Orbiniidae,NA,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Scoloplos robustus,Species,Yes,No,NA,NA,NA,NA,157565,Scoloplos,Orbiniidae,NA,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Spiophanes bombyx,Species,Yes,Yes,BOLD:ABW4700,NA,NA,Prionospio cirrifera,131187,Spiophanes,Spionidae,Spionida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Spiophanes kroyeri,Species,Yes,Yes,BOLD:ACP1180,NA,NA,Prionospio cirrifera,131188,Spiophanes,Spionidae,Spionida,Polychaeta,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Spirorbis spirorbis,Species,Yes,No,NA,NA,NA,NA,131237,Spirorbis,Serpulidae,Sabellida,Polychaeta,Animalia,0,0,No sequences available
Invertebrate,Annelida,Terebellides,Genus,Yes,Yes,"BOLD:AAD6167, BOLD:AAF2172",NA,NA,NA,NA,Terebellides,Trichobranchidae,Terebellida,Polychaeta,Animalia,1,1,NA
Invertebrate,Annelida,Terebellides stroemii,Species,Yes,Yes,"BOLD:ACP0580, BOLD:AAE9393, BOLD:AAE9392",NA,NA,NA,131573,Terebellides,Trichobranchidae,Terebellida,Polychaeta,Animalia,1,NA,Reliable
Invertebrate,Annelida,Tharyx acutus,Species,Yes,No,NA,NA,NA,NA,155243,Tharyx,Cirratulidae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Thelepus cincinnatus,Species,Yes,Yes,BOLD:AAB1009,NA,NA,"Amphitrite ornata, Artacama canadensis, Lanassa nordenskioldi, Laphania boecki, Leaena ebranchiata, Lysilla loveni, Neoamphitrite grayi, Neoamphitrite groenlandica, Nicolea venustula",131543,Thelepus,Terebellidae,Terebellida,Polychaeta,Animalia,0,0,Reliable
Invertebrate,Annelida,Therochaeta flabellata,Species,Yes,No,NA,NA,NA,NA,181510,Therochaeta,Flabelligeridae,Terebellida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Trochochaeta carica,Species,Yes,No,NA,NA,NA,NA,156680,Trochochaeta,Trochochaetidae,Spionida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Trochochaeta multisetosa,Species,Yes,Yes,BOLD:AEA9623,NA,"Trochochaeta carica, Trochochaeta watsoni","Trochochaeta carica, Trochochaeta watsoni",131576,Trochochaeta,Trochochaetidae,Spionida,Polychaeta,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Annelida,Trochochaeta watsoni,Species,Yes,No,NA,NA,NA,NA,131577,Trochochaeta,Trochochaetidae,Spionida,Polychaeta,Animalia,NA,NA,No sequences available
Invertebrate,Annelida,Tubifex tubifex,Species,Yes,Yes,"BOLD:ADJ9700, BOLD:ADK4845, BOLD:AAA6801, BOLD:ADX0052, BOLD:AAA6802, BOLD:ACV8476, BOLD:ACA9222",NA,NA,"Limnodrilus cervix, Tubificoides bruneli",137569,Tubifex,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,Reliable
Invertebrate,Annelida,Tubificoides bruneli,Species,Yes,No,NA,NA,NA,NA,476125,Tubificoides,Naididae,Haplotaxida,Clitellata,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Acartia bifilosa,Species,Yes,Yes,BOLD:ACM7252,NA,Acartia forcipata,Acartia forcipata,104249,Acartia,Acartiidae,Calanoida,Hexanauplia,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Acartia clausi,Species,Yes,Yes,"BOLD:ACB5005, BOLD:ACB4079, BOLD:AAT9961",NA,Acartia forcipata,Acartia forcipata,104251,Acartia,Acartiidae,Calanoida,Hexanauplia,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Acartia forcipata,Species,Yes,No,NA,NA,NA,NA,157663,Acartia,Acartiidae,Calanoida,Hexanauplia,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Acartia hudsonica,Species,Yes,Yes,"BOLD:AAJ3150, BOLD:ACL9285",NA,Acartia forcipata,Acartia forcipata,157664,Acartia,Acartiidae,Calanoida,Hexanauplia,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Acartia longiremis,Species,Yes,Yes,BOLD:AAG9533,NA,Acartia forcipata,Acartia forcipata,104257,Acartia,Acartiidae,Calanoida,Hexanauplia,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Acartia tonsa,Species,Yes,Yes,"BOLD:AAA5450, BOLD:AAA5453",NA,Acartia forcipata,Acartia forcipata,104262,Acartia,Acartiidae,Calanoida,Hexanauplia,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Achelia scabra,Species,Yes,No,NA,NA,NA,NA,158475,Achelia,Ammotheidae,Pantopoda,Pycnogonida,Animalia,0,0,No sequences available
Invertebrate,Arthropoda,Achelia spinosa,Species,Yes,No,NA,NA,NA,NA,158476,Achelia,Ammotheidae,Pantopoda,Pycnogonida,Animalia,0,0,No sequences available
Invertebrate,Arthropoda,Aega psora,Species,Yes,Yes,BOLD:AAJ1809,NA,NA,NA,118827,Aega,Aegidae,Isopoda,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Aeginina aenigmatica,Species,Yes,No,NA,NA,NA,NA,158158,Aeginina,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Aeginina longicornis,Species,Yes,Yes,BOLD:AAD2416,NA,Aeginina aenigmatica,"Caprella rinki, Caprella unica, Aeginina aenigmatica",101820,Aeginina,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Amphibalanus improvisus,Species,Yes,Yes,BOLD:AAE2482,NA,NA,NA,421139,Amphibalanus,Balanidae,Sessilia,Hexanauplia,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Anonyx,Genus,Yes,Yes,"BOLD:AAF0743, BOLD:AAA9156",NA,"Anonyx compactus, Anonyx debruynii","Anonyx compactus, Anonyx debruynii",NA,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,1,1,NA
Invertebrate,Arthropoda,Anonyx compactus,Species,Yes,No,NA,NA,NA,NA,102509,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,1,No sequences available
Invertebrate,Arthropoda,Anonyx debruynii,Species,Yes,No,NA,NA,NA,NA,102510,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,0,No sequences available
Invertebrate,Arthropoda,Anonyx lilljeborgi,Species,Yes,Yes,BOLD:ACB0030,NA,"Anonyx compactus, Anonyx debruynii","Anonyx compactus, Anonyx debruynii",102513,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Anonyx makarovi,Species,Yes,Yes,BOLD:AAA9154,NA,"Anonyx compactus, Anonyx debruynii","Anonyx compactus, Anonyx debruynii",158028,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Anonyx nugax,Species,Yes,Yes,BOLD:AAA9152,NA,"Anonyx compactus, Anonyx debruynii","Anonyx compactus, Anonyx debruynii",102514,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Anonyx ochoticus,Species,Yes,Yes,"BOLD:ACA9971, BOLD:ADF0772",NA,"Anonyx compactus, Anonyx debruynii","Anonyx compactus, Anonyx debruynii",102515,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,1,Unreliable - gaps
Invertebrate,Arthropoda,Anonyx sarsi,Species,Yes,Yes,BOLD:AAB9507,NA,"Anonyx compactus, Anonyx debruynii","Anonyx compactus, Anonyx debruynii",102516,Anonyx,Uristidae,Amphipoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Argis dentata,Species,Yes,Yes,"BOLD:ADK3850, BOLD:AAC3186",NA,NA,NA,107550,Argis,Crangonidae,Decapoda,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Balanus balanus,Species,Yes,Yes,BOLD:AAB1410,NA,NA,NA,106213,Balanus,Balanidae,Sessilia,Hexanauplia,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Balanus crenatus,Species,Yes,Yes,BOLD:AAY4996,NA,NA,NA,106215,Balanus,Balanidae,Sessilia,Hexanauplia,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Calanus finmarchicus,Species,Yes,Yes,"BOLD:ACP6217, BOLD:ACP5847",NA,NA,NA,104464,Calanus,Calanidae,Calanoida,Hexanauplia,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Calanus glacialis,Species,Yes,Yes,BOLD:AAM9477,NA,NA,NA,104465,Calanus,Calanidae,Calanoida,Hexanauplia,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Calanus hyperboreus,Species,Yes,Yes,BOLD:AAD2449,NA,NA,NA,104467,Calanus,Calanidae,Calanoida,Hexanauplia,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Cancer borealis,Species,Yes,Yes,BOLD:ACW5563,NA,NA,NA,158056,Cancer,Cancridae,Decapoda,Malacostraca,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Cancer irroratus,Species,Yes,Yes,"BOLD:AAB7738, BOLD:ACD1651",NA,NA,NA,158057,Cancer,Cancridae,Decapoda,Malacostraca,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Cancer plebejus,Species,No,No,NA,NA,NA,NA,440380,Cancer,Cancridae,Decapoda,Malacostraca,Animalia,1,1,No sequences available
Invertebrate,Arthropoda,Caprella linearis,Species,Yes,Yes,BOLD:AAB2476,NA,"Caprella rinki, Caprella unica","Caprella rinki, Caprella unica, Aeginina aenigmatica",101839,Caprella,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Caprella mutica,Species,Yes,Yes,BOLD:AAE7686,NA,"Caprella rinki, Caprella unica","Caprella rinki, Caprella unica, Aeginina aenigmatica",146768,Caprella,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Caprella penantis,Species,Yes,Yes,BOLD:ACM2623,NA,"Caprella rinki, Caprella unica","Caprella rinki, Caprella unica, Aeginina aenigmatica",101846,Caprella,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Caprella rinki,Species,Yes,No,NA,NA,NA,NA,158159,Caprella,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Caprella septentrionalis,Species,Yes,Yes,BOLD:AAA9774,NA,"Caprella rinki, Caprella unica","Caprella rinki, Caprella unica, Aeginina aenigmatica",101851,Caprella,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Caprella unica,Species,Yes,No,NA,NA,NA,NA,158160,Caprella,Caprellidae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Caridion gordoni,Species,Yes,Yes,BOLD:AAW4278,NA,NA,NA,107499,Caridion,Hippolytidae,Decapoda,Malacostraca,Animalia,1,1,Reliable
Invertebrate,Arthropoda,Centropages hamatus,Species,Yes,Yes,BOLD:AAW6025,NA,NA,NA,104496,Centropages,Centropagidae,Calanoida,Hexanauplia,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Centropages typicus,Species,Yes,Yes,"BOLD:AAW6024, BOLD:ACM7827",NA,NA,NA,104499,Centropages,Centropagidae,Calanoida,Hexanauplia,Animalia,NA,NA,Reliable
Invertebrate,Arthropoda,Chionoecetes opilio,Species,Yes,Yes,"BOLD:AAA3656, BOLD:ABZ6341",NA,NA,NA,107315,Chionoecetes,Oregoniidae,Decapoda,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Crangon septemspinosa,Species,Yes,Yes,"BOLD:AAB5942, BOLD:ACL7976",NA,NA,NA,158355,Crangon,Crangonidae,Decapoda,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Dichelopandalus leptocerus,Species,Yes,No,NA,NA,NA,NA,158356,Dichelopandalus,Pandalidae,Decapoda,Malacostraca,Animalia,0,0,No sequences available
Invertebrate,Arthropoda,Eualus belcheri,Species,Yes,No,NA,NA,NA,NA,107502,Eualus,Thoridae,Decapoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Eualus fabricii,Species,Yes,Yes,BOLD:AAC9240,NA,Eualus belcheri,"Lebbeus microceros, Eualus belcheri",158357,Eualus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Eualus gaimardii,Species,Yes,Yes,"BOLD:AAE4771, BOLD:AAJ0881",NA,Eualus belcheri,"Lebbeus microceros, Eualus belcheri",107504,Eualus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Eualus macilentus,Species,Yes,Yes,BOLD:AAC3832,NA,Eualus belcheri,"Lebbeus microceros, Eualus belcheri",158359,Eualus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Eualus pusiolus,Species,Yes,Yes,BOLD:AAF3716,NA,Eualus belcheri,"Lebbeus microceros, Eualus belcheri",107507,Eualus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Euphausia krohnii,Species,Yes,No,NA,NA,NA,NA,110687,Euphausia,Euphausiidae,Euphausiacea,Malacostraca,Animalia,0,0,No sequences available
Invertebrate,Arthropoda,Gammarus,Genus,Yes,Yes,BOLD:AAF5331,NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,1,1,NA
Invertebrate,Arthropoda,Gammarus annulatus,Species,Yes,No,NA,NA,NA,NA,158090,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,1,No sequences available
Invertebrate,Arthropoda,Gammarus daiberi,Species,Yes,No,NA,NA,NA,NA,158091,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,1,No sequences available
Invertebrate,Arthropoda,Gammarus duebeni,Species,Yes,Yes,BOLD:AAA5117,NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",102276,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,1,Unreliable - gaps
Invertebrate,Arthropoda,Gammarus lawrencianus,Species,Yes,Yes,BOLD:AAA5584,NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",158093,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,1,Unreliable - gaps
Invertebrate,Arthropoda,Gammarus mucronatus,Species,Yes,Yes,BOLD:AAB4800,NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",158094,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Gammarus oceanicus,Species,Yes,Yes,BOLD:AAA1262,NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",102285,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,1,Unreliable - gaps
Invertebrate,Arthropoda,Gammarus setosus,Species,Yes,Yes,"BOLD:ABZ4044, BOLD:ACE3104, BOLD:AAA3651, BOLD:AAA3653",NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",102293,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,1,Unreliable - gaps
Invertebrate,Arthropoda,Gammarus tigrinus,Species,Yes,Yes,"BOLD:ADP7774, BOLD:ADP7773, BOLD:AAA4302",NA,"Gammarus annulatus, Gammarus daiberi","Gammarus annulatus, Gammarus daiberi",102296,Gammarus,Gammaridae,Amphipoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Hyas alutaceus,Species,Yes,Yes,BOLD:AAA9922,Hyas coarctatus,NA,NA,442166,Hyas,Oregoniidae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - BIN sharing
Invertebrate,Arthropoda,Hyas araneus,Species,Yes,Yes,BOLD:AAC2751,NA,NA,NA,107322,Hyas,Oregoniidae,Decapoda,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Hyas coarctatus,Species,Yes,Yes,BOLD:AAA9922,Hyas alutaceus,NA,NA,107323,Hyas,Oregoniidae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - BIN sharing
Invertebrate,Arthropoda,Ischyrocerus anguipes,Species,Yes,Yes,"BOLD:AAC5063, BOLD:AAC0651",NA,"Ischyrocerus latipes, Ischyrocerus commensalis, Ischyrocerus megalops, Ischyrocerus nanoides","Ischyrocerus latipes, Ischyrocerus commensalis, Ischyrocerus megalops, Ischyrocerus nanoides",102412,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Ischyrocerus commensalis,Species,Yes,No,NA,NA,NA,NA,102415,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Ischyrocerus latipes,Species,Yes,No,NA,NA,NA,NA,102419,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Ischyrocerus megacheir,Species,Yes,Yes,BOLD:AAE5541,NA,"Ischyrocerus latipes, Ischyrocerus commensalis, Ischyrocerus megalops, Ischyrocerus nanoides","Ischyrocerus latipes, Ischyrocerus commensalis, Ischyrocerus megalops, Ischyrocerus nanoides",102420,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Ischyrocerus megalops,Species,Yes,No,NA,NA,NA,NA,102421,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Ischyrocerus nanoides,Species,Yes,No,NA,NA,NA,NA,102423,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Lebbeus groenlandicus,Species,Yes,Yes,BOLD:AAB9271,NA,Lebbeus microceros,"Lebbeus microceros, Eualus belcheri",107520,Lebbeus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Lebbeus microceros,Species,Yes,No,NA,NA,NA,NA,158362,Lebbeus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,No sequences available
Invertebrate,Arthropoda,Lebbeus polaris,Species,Yes,Yes,"BOLD:AAB4526, BOLD:AAG9842, BOLD:AAB4528, BOLD:ACF1644, BOLD:AAB4529, BOLD:AAB4527",NA,Lebbeus microceros,"Lebbeus microceros, Eualus belcheri",107521,Lebbeus,Thoridae,Decapoda,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Megamoera dentata,Species,Yes,Yes,BOLD:AAD7557,NA,NA,NA,423508,Megamoera,Melitidae,Amphipoda,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Meganyctiphanes norvegica,Species,Yes,Yes,BOLD:AAB7620,NA,NA,Euphausia krohnii,110690,Meganyctiphanes,Euphausiidae,Euphausiacea,Malacostraca,Animalia,0,0,Reliable
Invertebrate,Arthropoda,Metridia longa,Species,Yes,No,NA,NA,NA,NA,104632,Metridia,Metridinidae,Calanoida,Hexanauplia,Animalia,NA,NA,No sequences available
Invertebrate,Arthropoda,Metridia lucens,Species,Yes,Yes,BOLD:AAC1570,NA,Metridia longa,Metridia longa,104633,Metridia,Metridinidae,Calanoida,Hexanauplia,Animalia,NA,NA,Unreliable - gaps
Invertebrate,Arthropoda,Mysis gaspensis,Species,Yes,Yes,BOLD:AAC6554,NA,Mysis litoralis,Mysis litoralis,157805,Mysis,Mysidae,Mysida,Malacostraca,Animalia,0,0,Unreliable - gaps
Invertebrate,Arthropoda,Mysis litoralis,Species,Yes,No,NA,NA,NA,NA,120111,Mysis,Mysidae,Mysida,Malacostraca,Animalia,0,0,No sequences available
